Contig name	Size (bp)	Coverage	GC %	Taxonomy winner	Winner %	Species winner	Species winner %	Genus winner	Genus winner %	Order winner	Order winner %	Class winner	Class winner %	Phylum winner	Phylum winner %	Domain winner	Domain winner %
N1_003_000G1_scaffold_4989	2483	10.99	44.18	Hungatella hathewayi	1.0	Hungatella hathewayi	1.0	Hungatella	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_4990	2483	10.57	31.86	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_4991	2482	8.46	28.12	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_4992	2482	2278.22	45.93	Klebsiella oxytoca	0.67	Klebsiella oxytoca	0.67	Klebsiella	1.0	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_4993	2482	11.6	61.36	Corynebacterium pseudogenitalium	0.67	Corynebacterium pseudogenitalium	0.67	Corynebacterium	1.0	Corynebacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_4994	2482	1192.32	37.47	Veillonella sp. 3_1_44	1.0	Veillonella sp. 3_1_44	1.0	Veillonella	1.0	Selenomonadales	1.0	Negativicutes	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_4995	2480	10.16	47.86	Lelliottia amnigena	0.75	Lelliottia amnigena	0.75	Lelliottia	0.75	Enterobacteriales	0.75	Gammaproteobacteria	0.75	Proteobacteria	0.75	Bacteria	0.75
N1_003_000G1_scaffold_4996	2480	8.89	31.17	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_4997	2480	7.08	54.6	Varibaculum cambriense	1.0	Varibaculum cambriense	1.0	Varibaculum	1.0	Actinomycetales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_4998	2478	9.08	54.0	Propionibacterium acnes	0.5	Propionibacterium acnes	0.5	Propionibacterium	1.0	Propionibacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_4999	2478	13.74	63.52	Corynebacterium tuberculostearicum	1.0	Corynebacterium tuberculostearicum	1.0	Corynebacterium	1.0	Corynebacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10000	1262	10.94	60.3	Enterobacter cloacae	0.67	Enterobacter cloacae	0.67	Enterobacter	1.0	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10001	1262	11.41	43.34	Hungatella hathewayi	1.0	Hungatella hathewayi	1.0	Hungatella	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10002	1262	11.17	62.12	Corynebacterium tuberculostearicum	0.67	Corynebacterium tuberculostearicum	0.67	Corynebacterium	1.0	Corynebacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10003	1262	7.96	24.17	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10004	1261	794.49	29.58	Staphylococcus epidermidis	1.0	Staphylococcus epidermidis	1.0	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10005	1261	53.77	47.03	Onchocerca volvulus	1.0	Onchocerca volvulus	1.0	Onchocerca	1.0	Spirurida	1.0	Chromadorea	1.0	Nematoda	1.0	Metazoa	1.0
N1_003_000G1_scaffold_10006	1261	6.19	28.79	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10007	1261	9.87	57.97	Corynebacterium sp. KPL1821	0.5	Corynebacterium sp. KPL1821	0.5	Corynebacterium	1.0	Corynebacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10008	1261	7.85	47.34			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_10009	1260	1927.62	46.19	Veillonella parvula	1.0	Veillonella parvula	1.0	Veillonella	1.0	Selenomonadales	1.0	Negativicutes	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10010	1260	7.02	29.29	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10011	1260	1556.67	32.06	Staphylococcus epidermidis	1.0	Staphylococcus epidermidis	1.0	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10012	2070	4549.57	46.67	Veillonella parvula	0.67	Veillonella parvula	0.67	Veillonella	1.0	Selenomonadales	1.0	Negativicutes	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10013	1260	6.9	54.21	Propionibacterium sp. KPL1849	0.5	Propionibacterium sp. KPL1849	0.5	Propionibacterium	1.0	Propionibacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10014	1260	52.98	37.62	Pan troglodytes	0.5	Pan troglodytes	0.5	Pan	0.5	Primates	0.5	Mammalia	0.5	Chordata	0.5	Metazoa	0.5
N1_003_000G1_scaffold_10015	1260	10.36	59.05	Propionibacterium acnes	1.0	Propionibacterium acnes	1.0	Propionibacterium	1.0	Propionibacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10016	1260	5.48	59.21	Propionibacterium acnes	0.5	Propionibacterium acnes	0.5	Propionibacterium	0.5	Propionibacteriales	0.5	Actinobacteria	0.5	Actinobacteria	0.5	Bacteria	0.5
N1_003_000G1_scaffold_10017	1260	9.29	43.97	Hungatella hathewayi	1.0	Hungatella hathewayi	1.0	Hungatella	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10018	1260	7.86	31.11	Peptoclostridium difficile	0.5	Peptoclostridium difficile	0.5	Peptoclostridium	0.5	Clostridiales	0.5	Clostridia	0.5	Firmicutes	0.5	Bacteria	0.5
N1_003_000G1_scaffold_10019	1260	769.17	39.44	Veillonella sp. 3_1_44	0.67	Veillonella sp. 3_1_44	0.67	Veillonella	1.0	Selenomonadales	1.0	Negativicutes	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10020	1260	7.38	29.76	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10021	1260	12.38	26.9														
N1_003_000G1_scaffold_10022	1260	6.19	29.21	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10023	1259	665.89	29.63	Staphylococcus epidermidis	1.0	Staphylococcus epidermidis	1.0	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10024	1259	20.73	39.48			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_10025	1259	13.34	55.76	Holdemania filiformis	1.0	Holdemania filiformis	1.0	Holdemania	1.0	Erysipelotrichales	1.0	Erysipelotrichia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10026	1259	8.34	52.9	Varibaculum cambriense	0.5	Varibaculum cambriense	0.5	Varibaculum	0.5	Actinomycetales	0.5	Actinobacteria	0.5	Actinobacteria	0.5	Bacteria	1.0
N1_003_000G1_scaffold_10027	1259	6.31	47.02	Varibaculum cambriense	1.0	Varibaculum cambriense	1.0	Varibaculum	1.0	Actinomycetales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10028	1259	5.96	31.53	[Clostridium] sordellii	0.5	[Clostridium] sordellii	0.5	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10029	1259	36.7	32.09	Staphylococcus epidermidis	0.67	Staphylococcus epidermidis	0.67	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10030	1258	4816.81	35.37	Veillonella dispar	1.0	Veillonella dispar	1.0	Veillonella	1.0	Selenomonadales	1.0	Negativicutes	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10031	1258	7.15	30.05	Eubacterium rectale	1.0	Eubacterium rectale	1.0	Eubacterium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10032	1258	733.55	39.03	Veillonella parvula	0.5	Veillonella parvula	0.5	Veillonella	0.5	Selenomonadales	0.5	Negativicutes	0.5	Firmicutes	0.5	Bacteria	0.5
N1_003_000G1_scaffold_10033	1258	10.25	32.43	Peptoclostridium difficile	0.67	Peptoclostridium difficile	0.67	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10034	1258	12.64	46.66	Hungatella hathewayi	1.0	Hungatella hathewayi	1.0	Hungatella	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10035	1258	8.59	49.6	Hungatella hathewayi	0.67	Hungatella hathewayi	0.67	Hungatella	0.67	Clostridiales	0.67	Clostridia	0.67	Firmicutes	0.67	Bacteria	0.67
N1_003_000G1_scaffold_10036	1258	10.73	60.17	Propionibacterium acnes	1.0	Propionibacterium acnes	1.0	Propionibacterium	1.0	Propionibacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10037	1258	7.27	49.28	Propionibacterium acnes	1.0	Propionibacterium acnes	1.0	Propionibacterium	1.0	Propionibacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10038	1257	60.5	42.64	Gorilla gorilla	1.0	Gorilla gorilla	1.0	Gorilla	1.0	Primates	1.0	Mammalia	1.0	Chordata	1.0	Metazoa	1.0
N1_003_000G1_scaffold_10039	1257	9.43	60.62	Corynebacterium callunae	0.5	Corynebacterium callunae	0.5	Corynebacterium	0.5	Corynebacteriales	0.5	Actinobacteria	0.5	Actinobacteria	0.5	Bacteria	0.5
N1_003_000G1_scaffold_10040	1257	454.42	30.71	Staphylococcus epidermidis	1.0	Staphylococcus epidermidis	1.0	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10041	1257	7.52	38.19	Streptococcus sp. I-P16	0.5	Streptococcus sp. I-P16	0.5	Streptococcus	1.0	Lactobacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10042	1257	10.98	46.7	Hungatella hathewayi	0.5	Hungatella hathewayi	0.5	Hungatella	0.5	Clostridiales	0.5	Clostridia	0.5	Firmicutes	0.5	Bacteria	0.5
N1_003_000G1_scaffold_10043	1257	65.99	34.45			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_10044	1257	7.04	30.87	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10045	1256	6.69	39.01	Streptococcus australis	1.0	Streptococcus australis	1.0	Streptococcus	1.0	Lactobacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10046	1256	14.21	37.5	Macaca mulatta	0.5	Macaca mulatta	0.5	Macaca	0.5	Primates	0.5	Mammalia	1.0	Chordata	1.0	Metazoa	1.0
N1_003_000G1_scaffold_10047	1256	7.64	31.69	Peptoclostridium	0.67	Peptoclostridium difficile	0.33	Peptoclostridium	0.67	Clostridiales	0.67	Clostridia	0.67	Firmicutes	0.67	Bacteria	0.67
N1_003_000G1_scaffold_10048	1256	47.89	52.15	Klebsiella pneumoniae	1.0	Klebsiella pneumoniae	1.0	Klebsiella	1.0	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10049	1256	10.87	59.16	Enterobacter sp. BIDMC 29	1.0	Enterobacter sp. BIDMC 29	1.0	Enterobacter	1.0	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10050	1256	9.55	59.32	Propionibacterium acnes	1.0	Propionibacterium acnes	1.0	Propionibacterium	1.0	Propionibacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10051	1256	37.62	54.38	Corynebacterium lipophiloflavum	0.5	Corynebacterium lipophiloflavum	0.5	Corynebacterium	0.5	Corynebacteriales	0.5	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10052	1255	8.84	63.67	Propionibacterium acnes	1.0	Propionibacterium acnes	1.0	Propionibacterium	1.0	Propionibacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10053	1255	7.17	29.72	Peptoclostridium difficile	0.5	Peptoclostridium difficile	0.5	Peptoclostridium	0.5	Clostridiales	0.5	Clostridia	0.5	Firmicutes	0.5	Bacteria	1.0
N1_003_000G1_scaffold_10054	1255	10.64	28.37	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10055	1255	630.84	28.61	Staphylococcus epidermidis	0.5	Staphylococcus epidermidis	0.5	Staphylococcus	0.5	Bacillales	0.5	Bacilli	0.5	Firmicutes	0.5	Bacteria	0.5
N1_003_000G1_scaffold_10056	1255	10.52	47.89	Atopobium minutum	1.0	Atopobium minutum	1.0	Atopobium	1.0	Coriobacteriales	1.0	Coriobacteriia	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10057	1254	13.4	38.28			unknown	0.67	unknown	0.67	unknown	0.67	unknown	0.67	unknown	0.67	unknown	0.67
N1_003_000G1_scaffold_10058	1254	66.39	35.17			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_10059	1254	42.11	60.77	Propionibacterium sp. KPL1847	0.5	Propionibacterium sp. KPL1847	0.5	Propionibacterium	1.0	Propionibacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10060	1254	7.3	46.25	Hungatella hathewayi	1.0	Hungatella hathewayi	1.0	Hungatella	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10061	1254	236.96	53.51	Corynebacterium pseudotuberculosis	1.0	Corynebacterium pseudotuberculosis	1.0	Corynebacterium	1.0	Corynebacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10062	1254	18.9	28.39	Clostridiales	0.67	Ruminococcus albus	0.33	Ruminococcus	0.33	Clostridiales	0.67	Clostridia	0.67	Firmicutes	0.67	Bacteria	0.67
N1_003_000G1_scaffold_10063	1254	20.81	46.25	Homo sapiens	1.0	Homo sapiens	1.0	Homo	1.0	Primates	1.0	Mammalia	1.0	Chordata	1.0	Metazoa	1.0
N1_003_000G1_scaffold_10064	1254	11.24	53.91	Pseudoflavonifractor capillosus	1.0	Pseudoflavonifractor capillosus	1.0	Pseudoflavonifractor	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10065	1254	306.82	40.99			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_10066	1253	6.46	66.56	Propionibacterium acnes	1.0	Propionibacterium acnes	1.0	Propionibacterium	1.0	Propionibacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10067	1253	63.69	47.17	Staphylococcus warneri	1.0	Staphylococcus warneri	1.0	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10068	1253	1626.9	33.44	Staphylococcus epidermidis	0.67	Staphylococcus epidermidis	0.67	Staphylococcus	0.67	Bacillales	0.67	Bacilli	0.67	Firmicutes	0.67	Bacteria	0.67
N1_003_000G1_scaffold_10069	1253	6000.72	41.82	Veillonella parvula	0.75	Veillonella parvula	0.75	Veillonella	1.0	Selenomonadales	1.0	Negativicutes	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10070	1253	1013.61	32.96	Staphylococcus epidermidis	1.0	Staphylococcus epidermidis	1.0	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10071	1253	7.3	33.68	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10072	1253	11.25	34.0			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_10073	2405	794.72	29.23	Staphylococcus epidermidis	0.67	Staphylococcus epidermidis	0.67	Staphylococcus	0.67	Bacillales	0.67	Bacilli	0.67	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10074	1253	10.89	53.39	Atopobium minutum	1.0	Atopobium minutum	1.0	Atopobium	1.0	Coriobacteriales	1.0	Coriobacteriia	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10075	1253	13.53	39.82	Hungatella hathewayi	1.0	Hungatella hathewayi	1.0	Hungatella	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10076	1252	25.16	47.12	Mustela putorius	0.5	Mustela putorius	0.5	Mustela	0.5	Carnivora	1.0	Mammalia	1.0	Chordata	1.0	Metazoa	1.0
N1_003_000G1_scaffold_10077	1252	8.99	57.27	Enterobacter	1.0	Enterobacter sp. 35027	0.33	Enterobacter	1.0	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10078	1252	6.95	26.36	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10079	1252	1575.36	30.91	Staphylococcus epidermidis	1.0	Staphylococcus epidermidis	1.0	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10080	1252	8.75	45.13	Clostridium hathewayi CAG:224	1.0	Clostridium hathewayi CAG:224	1.0	Clostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10081	1252	9.46	60.78	Propionibacterium acnes	1.0	Propionibacterium acnes	1.0	Propionibacterium	1.0	Propionibacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10082	1252	8.99	28.51	Clostridium botulinum	0.5	Clostridium botulinum	0.5	Clostridium	0.5	Clostridiales	0.5	Clostridia	0.5	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10083	1252	15.81	33.79			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_10084	1252	5.51	30.91	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10085	1251	7.43	31.65			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_10086	1251	144.72	41.57														
N1_003_000G1_scaffold_10087	1251	1246.64	32.93	Staphylococcus epidermidis	1.0	Staphylococcus epidermidis	1.0	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10088	1251	11.87	34.29	Pongo abelii	1.0	Pongo abelii	1.0	Pongo	1.0	Primates	1.0	Mammalia	1.0	Chordata	1.0	Metazoa	1.0
N1_003_000G1_scaffold_10089	1251	8.51	25.26	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10090	1251	8.51	27.58	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10091	1251	6.24	50.76			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_10092	1251	8.75	34.61	Hungatella hathewayi	1.0	Hungatella hathewayi	1.0	Hungatella	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10093	1250	5.4	41.36			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_10094	1250	10.8	52.4	Hungatella hathewayi	1.0	Hungatella hathewayi	1.0	Hungatella	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10095	1250	590.4	64.8	Dermabacter sp. HFH0086	0.5	Dermabacter sp. HFH0086	0.5	Dermabacter	1.0	Micrococcales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10096	1250	12.0	37.04			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_10097	1250	84.0	37.28	Macaca fascicularis	1.0	Macaca fascicularis	1.0	Macaca	1.0	Primates	1.0	Mammalia	1.0	Chordata	1.0	Metazoa	1.0
N1_003_000G1_scaffold_10098	1250	200.76	48.64														
N1_003_000G1_scaffold_10099	1250	6.24	59.68	Propionibacterium sp. KPL1847	0.5	Propionibacterium sp. KPL1847	0.5	Propionibacterium	1.0	Propionibacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10100	1249	63.41	36.91			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_10101	1249	9.61	59.97	Propionibacterium acnes	1.0	Propionibacterium acnes	1.0	Propionibacterium	1.0	Propionibacteriales	1.0	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10102	1249	6.97	34.43	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10103	1249	11.05	45.48	Hungatella hathewayi	1.0	Hungatella hathewayi	1.0	Hungatella	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10104	1249	6.73	56.12	Trueperella pyogenes	0.5	Trueperella pyogenes	0.5	Trueperella	0.5	Actinomycetales	0.5	Actinobacteria	1.0	Actinobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10105	1249	60.89	45.0	Klebsiella pneumoniae	1.0	Klebsiella pneumoniae	1.0	Klebsiella	1.0	Enterobacteriales	1.0	Gammaproteobacteria	1.0	Proteobacteria	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10106	1248	9.13	54.73	Clostridium hathewayi CAG:224	0.5	Clostridium hathewayi CAG:224	0.5	Clostridium	0.5	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10107	1248	12.38	45.27	Eubacterium rectale	1.0	Eubacterium rectale	1.0	Eubacterium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10108	1248	190.75	35.1	Enterococcus faecium	1.0	Enterococcus faecium	1.0	Enterococcus	1.0	Lactobacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10109	1248	7.21	29.49	Peptoclostridium difficile	1.0	Peptoclostridium difficile	1.0	Peptoclostridium	1.0	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10110	1248	10.94	52.24	Clostridium hathewayi CAG:224	0.5	Clostridium hathewayi CAG:224	0.5	Clostridium	0.5	Clostridiales	1.0	Clostridia	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10111	1248	28.73	37.34			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_10112	1248	17.91	33.57	Macaca mulatta	1.0	Macaca mulatta	1.0	Macaca	1.0	Primates	1.0	Mammalia	1.0	Chordata	1.0	Metazoa	1.0
N1_003_000G1_scaffold_10113	1248	527.16	33.57	Staphylococcus epidermidis	1.0	Staphylococcus epidermidis	1.0	Staphylococcus	1.0	Bacillales	1.0	Bacilli	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10114	1248	221.15	36.86			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
N1_003_000G1_scaffold_10115	1833	5134.37	40.1	Veillonella parvula	1.0	Veillonella parvula	1.0	Veillonella	1.0	Selenomonadales	1.0	Negativicutes	1.0	Firmicutes	1.0	Bacteria	1.0
N1_003_000G1_scaffold_10116	1248	16.83	32.45			unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0	unknown	1.0
